tta_condition,d_condition,tta_or_condition,is_gap_accepted,RT_merge,RT_wait,subj_id
3.0,10.0,3.0,0.12872774090117564,1.202708064250197,1.330524494929742,all
3.0,10.0,3.5,0.12171587872346314,1.1978445557322916,1.3212698292085772,all
3.0,10.0,4.0,0.11502250692894718,1.192959249664293,1.3120990723417325,all
3.0,10.0,4.5,0.10863883967272807,1.188057109112309,1.303017417846715,all
3.0,10.0,5.0,0.10255583533327993,1.183143592239568,1.2940333417869483,all
3.0,10.0,5.5,0.09676412966206728,1.1782218251350494,1.2851436801728964,all
3.0,10.0,6.0,0.09125428897651745,1.1732968303696378,1.2763561157330303,all
3.0,10.0,6.5,0.08601673344022477,1.1683727332285119,1.2676742508475076,all
3.0,10.0,7.0,0.08104184756156577,1.1634542106292618,1.2591049098772564,all
3.0,20.0,3.0,0.17935625084892823,1.217584630478582,1.3903326811658483,all
3.0,20.0,3.5,0.17032905449976832,1.213248748360449,1.3806904827348114,all
3.0,20.0,4.0,0.16165455274450313,1.2088610599289862,1.37110317436194,all
3.0,20.0,4.5,0.1533274647230296,1.204426119014929,1.3615695602177877,all
3.0,20.0,5.0,0.14534194129316988,1.1999502956574737,1.3521044015984893,all
3.0,20.0,5.5,0.1376914040312226,1.1954382625145012,1.3427096848627076,all
3.0,20.0,6.0,0.13036872483076137,1.1908944862379929,1.333387182474646,all
3.0,20.0,6.5,0.1233663840073124,1.186324838966428,1.3241502177945754,all
3.0,20.0,7.0,0.11667632655256033,1.1817328726671104,1.3149957957151641,all
3.0,30.0,3.0,0.24231833370968434,1.2282930064776016,1.4516137982416457,all
3.0,30.0,3.5,0.23121074616442344,1.2246250124131268,1.4417923760501015,all
3.0,30.0,4.0,0.22045874394944343,1.2208745111674923,1.4319817395060157,all
3.0,30.0,4.5,0.21006304881257815,1.2170473483008406,1.4221905151661856,all
3.0,30.0,5.0,0.2000232719039405,1.2131492328745572,1.4124268409713132,all
3.0,30.0,5.5,0.1903379843474877,1.209185740935707,1.4026985018070972,all
3.0,30.0,6.0,0.18100478804434317,1.2051623017123043,1.3930128384796967,all
3.0,30.0,6.5,0.17202038890105098,1.2010842005930575,1.3833768166608194,all
3.0,30.0,7.0,0.16338064083894124,1.1969561635471748,1.3737927415016187,all
3.0,40.0,3.0,0.3170465729923068,1.2343104784962644,1.5131511941754388,all
3.0,40.0,3.5,0.30402441624687093,1.23143514971802,1.5033700519680113,all
3.0,40.0,4.0,0.29131860558717837,1.2284490148879499,1.4935594897515359,all
3.0,40.0,4.5,0.27893743043481595,1.2253574201943167,1.4837202798790718,all
3.0,40.0,5.0,0.26688790440494575,1.2221663808822054,1.4738665015496963,all
3.0,40.0,5.5,0.2551756832283951,1.2188815870476473,1.4640072788799403,all
3.0,40.0,6.0,0.2438051681022099,1.2155089288223744,1.4541561298606926,all
3.0,40.0,6.5,0.2327794377144588,1.212053335928615,1.4443119650354725,all
3.0,40.0,7.0,0.22210047982871017,1.2085204847075521,1.4344875107853057,all
3.0,50.0,3.0,0.4014544240773364,1.2352291825425328,1.5737085353988969,all
3.0,50.0,3.5,0.386948926738705,1.2332514306370825,1.5642028356771387,all
3.0,50.0,4.0,0.37267460683041675,1.2311372349899432,1.5546154120007931,all
3.0,50.0,4.5,0.3586476433893383,1.2288919017493836,1.5449522977893473,all
3.0,50.0,5.0,0.3448829636388813,1.226521310304856,1.5352341589116034,all
3.0,50.0,5.5,0.33139405875771694,1.2240307592741981,1.5254662122298288,all
3.0,50.0,6.0,0.3181930618381781,1.2214254995076828,1.5156532925129402,all
3.0,50.0,6.5,0.30529083275152885,1.2187113739498523,1.505815097649004,all
3.0,50.0,7.0,0.2926968038237041,1.215893551350332,1.4959556687647622,all
3.5,10.0,3.0,0.19224790388245086,1.2795751081665274,1.4736417575029095,all
3.5,10.0,3.5,0.18227186928790973,1.2746944479221807,1.4626098936893586,all
3.5,10.0,4.0,0.17268998487368534,1.2697392096662543,1.4516183412283228,all
3.5,10.0,4.5,0.16349747570915332,1.2647167771129335,1.440677317322273,all
3.5,10.0,5.0,0.1546885903726416,1.2596343098432172,1.4297964792016307,all
3.5,10.0,5.5,0.1462566990990853,1.2544987297204875,1.4189848377093475,all
3.5,10.0,6.0,0.13819439099942435,1.2493167226335078,1.4082508498386765,all
3.5,10.0,6.5,0.13049356808877788,1.2440947319476239,1.3976023645895415,all
3.5,10.0,7.0,0.1231455362893477,1.238838955236363,1.3870466644168535,all
3.5,20.0,3.0,0.2623600650428154,1.2917386806948596,1.5442428520885902,all
3.5,20.0,3.5,0.2500734966559077,1.2877166865437086,1.5331140853057312,all
3.5,20.0,4.0,0.238173616231906,1.2835804453466853,1.5219661043104062,all
3.5,20.0,4.5,0.22666363797344835,1.2793378267384725,1.5108132858003362,all
3.5,20.0,5.0,0.21554530228068536,1.2749966417711662,1.4996702967026072,all
3.5,20.0,5.5,0.2048188893389938,1.2705638073960364,1.4885432209742473,all
3.5,20.0,6.0,0.1944834308497947,1.2660467665014234,1.4774453522373623,all
3.5,20.0,6.5,0.18453674181318988,1.2614528802087435,1.4663902064958787,all
3.5,20.0,7.0,0.17497543689402179,1.2567883708181413,1.4553810805845167,all
3.5,30.0,3.0,0.3453063655687938,1.2978567374916143,1.6144761777224388,all
3.5,30.0,3.5,0.33098913602978275,1.2948589189585216,1.6035622094794928,all
3.5,30.0,4.0,0.31699590310753345,1.2917102256876016,1.5925671062957687,all
3.5,30.0,4.5,0.3033396680298497,1.2884182286059385,1.5815051876700223,all
