Time_gap_onramp,Distance_gap_upcoming_vehicle,Time_gap_upcoming_vehicle,Is_gap_accepted,Response_time,Participant_no,Dwell_to_mirror
4,30,6,1,1575,5,0.838709677419355
4,30,6,1,1215,5,1
4,30,6,1,1097,5,0.761904761904762
4,30,6,1,988,5,1
4,30,6,1,965,5,0.842105263157895
4,30,6,1,1248,5,0.833333333333333
4,30,6,1,1219,5,0.916666666666667
4,30,6,1,1327,5,0.961538461538462
4,30,6,1,1386,5,0.925925925925926
4,30,6,1,1215,5,1
4,30,6,1,1315,6,0.384615384615385
4,30,6,1,782,6,0.533333333333333
4,30,6,1,1499,6,0.275862068965517
4,30,6,1,1021,6,0.45
4,30,6,1,1016,6,0.4
4,30,6,1,1415,6,0.357142857142857
4,30,6,1,1619,6,0.375
4,30,6,1,939,6,0.722222222222222
4,30,6,1,1075,6,0.571428571428571
4,30,6,1,1019,6,0.6
4,30,6,1,1069,6,0.428571428571429
4,30,6,1,786,6,0.533333333333333
4,30,6,1,1242,6,0.375
4,30,6,1,1273,6,0.48
4,30,6,1,1114,6,0.636363636363636
4,30,6,1,1837,6,0.361111111111111
4,30,6,1,1521,6,0.3
4,30,6,1,1221,6,0.333333333333333
4,30,6,1,951,6,0.526315789473684
4,30,6,1,742,6,0.571428571428571
4,30,6,1,701,6,0.642857142857143
4,30,6,1,1315,6,0.423076923076923
4,30,6,1,1143,6,0.818181818181818
4,30,6,1,1119,6,0.5
4,30,6,1,871,6,0.705882352941177
4,30,6,1,823,6,0.6875
4,30,6,1,1588,6,0.419354838709677
4,30,6,1,1017,6,0.4
4,30,6,1,1329,6,0.384615384615385
4,30,6,1,2045,7,0.425
4,30,6,1,2285,7,0.4
4,30,6,1,2143,7,0.476190476190476
4,30,6,1,1748,7,0.382352941176471
4,30,6,1,2015,7,0.475
4,30,6,1,1668,7,0.575757575757576
4,30,6,1,1491,7,0.448275862068966
4,30,6,1,2135,7,0.619047619047619
4,30,6,1,1634,7,0.3125
4,30,6,1,1872,7,0.486486486486487
4,30,6,1,1347,7,0.384615384615385
4,30,6,1,2095,7,0.414634146341463
4,30,6,1,2417,7,0.458333333333333
4,30,6,1,1974,7,0.41025641025641
4,30,6,1,1697,7,0.363636363636364
4,30,6,1,2100,7,0.404761904761905
4,30,6,1,2187,7,0.418604651162791
4,30,6,1,1893,7,0.405405405405405
4,30,6,1,1978,7,0.538461538461538
4,30,6,1,2215,7,0.477272727272727
4,30,6,1,2419,7,0.5
4,30,6,1,1671,7,0.575757575757576
4,30,6,1,2015,7,0.475
4,30,6,1,2066,7,0.51219512195122
4,30,6,1,2016,7,0.5
4,30,6,1,2032,7,0.475
4,30,6,1,1598,7,0.32258064516129
4,30,6,1,1477,7,0.310344827586207
4,30,6,1,1715,7,0.382352941176471
4,30,6,1,1514,7,0.366666666666667
4,30,6,1,832,8,0.625
4,30,6,1,649,8,0.666666666666667
4,30,6,1,793,8,0.733333333333333
4,30,6,1,1400,8,0.607142857142857
4,30,6,1,685,8,0.615384615384615
4,30,6,1,766,8,0.666666666666667
4,30,6,1,998,8,0.736842105263158
4,30,6,1,594,8,0.636363636363636
4,30,6,1,881,8,0.705882352941177
4,30,6,1,665,8,0.769230769230769
4,30,6,1,798,8,0.733333333333333
4,30,6,1,631,8,0.583333333333333
4,30,6,1,766,8,0.666666666666667
4,30,6,1,715,8,0.714285714285714
4,30,6,1,1264,8,0.88
4,30,6,1,1388,8,0.851851851851852
4,30,6,1,936,8,0.833333333333333
4,30,6,1,766,8,0.733333333333333
4,30,6,1,960,8,0.789473684210526
4,30,6,1,929,8,0.722222222222222
4,30,6,1,975,8,0.736842105263158
4,30,6,1,874,8,0.823529411764706
4,30,6,1,698,8,0.692307692307692
4,30,6,1,664,8,0.692307692307692
4,30,6,1,588,8,0.727272727272727
4,30,6,1,1038,8,0.55
4,30,6,1,1832,8,0.805555555555556
4,30,6,1,698,8,0.692307692307692
4,30,6,1,724,8,0.785714285714286
4,30,6,1,821,8,0.75
4,30,6,1,1189,9,0.695652173913043
4,30,6,1,1185,9,0.608695652173913
4,30,6,1,1296,9,0.8
4,30,6,1,1637,9,0.875
4,30,6,1,1925,9,0.552631578947368
4,30,6,1,2487,9,0.73469387755102
4,30,6,1,1323,9,1
4,30,6,1,1615,9,0.8125
4,30,6,1,1266,9,0.8
4,30,6,1,1493,9,0.793103448275862
4,30,6,1,2181,9,0.581395348837209
4,30,6,1,1298,9,0.8
4,30,6,1,1238,9,0.666666666666667
4,30,6,1,1266,9,0.84
4,30,6,1,1165,9,0.826086956521739
4,30,6,1,1265,9,0.68
4,30,6,1,1121,9,1
4,30,6,1,1195,9,0.826086956521739
4,30,6,1,1337,9,0.846153846153846
4,30,6,1,1043,9,1
4,30,6,1,1067,9,1
4,30,6,1,1325,9,0.692307692307692
4,30,6,1,1015,9,0.7
4,30,6,1,986,9,1
4,30,6,1,1189,9,0.956521739130435
4,30,6,1,971,9,0.736842105263158
4,30,6,1,664,9,0.846153846153846
4,30,6,1,864,9,1
4,30,6,1,790,9,1
4,30,6,1,1115,9,0.954545454545455
4,30,6,1,2135,10,0.238095238095238
4,30,6,1,1334,10,0.923076923076923
4,30,6,1,1202,10,0.708333333333333
4,30,6,1,1221,10,1
4,30,6,1,1192,10,1
4,30,6,1,1132,10,0.818181818181818
4,30,6,1,1333,10,0.846153846153846
4,30,6,1,1464,10,0.827586206896552
4,30,6,1,766,10,1
4,30,6,1,1314,10,1
4,30,6,1,1264,10,0.96
4,30,6,1,1330,10,0.807692307692308
4,30,6,1,1935,10,0.578947368421053
4,30,6,1,1018,10,0.75
4,30,6,1,1173,10,0.956521739130435
4,30,6,1,1031,10,0.9
4,30,6,1,1164,10,1
4,30,6,1,1147,10,1
4,30,6,1,1104,10,0.727272727272727
4,30,6,1,815,10,0.75
4,30,6,1,1024,10,0.65
4,30,6,1,780,10,1
4,30,6,1,1527,10,0.866666666666667
4,30,6,1,1010,10,0.7
4,30,6,1,1281,10,0.96
4,30,6,1,799,10,0.666666666666667
4,30,6,1,1583,10,0.870967741935484
4,30,6,1,1514,10,0.9
4,30,6,1,1651,10,0.727272727272727
4,30,6,1,797,11,0.666666666666667
4,30,6,1,715,11,1
4,30,6,1,1019,11,0.65
4,30,6,1,2519,11,0.46
4,30,6,1,1369,11,0.444444444444444
4,30,6,1,1041,11,0.6
4,30,6,1,1277,11,0.48
4,30,6,1,1114,11,0.727272727272727
4,30,6,1,1065,11,0.714285714285714
4,30,6,1,1037,11,0.3
4,30,6,1,1949,11,0.315789473684211
4,30,6,1,990,11,0.684210526315789
4,30,6,1,1995,11,0.564102564102564
4,30,6,1,1247,11,0.5
4,30,6,1,1264,11,0.6
4,30,6,1,914,11,0.722222222222222
4,30,6,1,1665,11,0.393939393939394
4,30,6,1,1017,11,0.65
4,30,6,1,1065,11,0.523809523809524
4,30,6,1,1044,11,0.6
4,30,6,1,1333,11,0.692307692307692
4,30,6,1,1120,11,0.636363636363636
4,30,6,1,2498,11,0.795918367346939
4,30,6,1,1492,11,0.482758620689655
4,30,6,1,881,11,0.705882352941177
4,30,6,1,914,11,0.611111111111111
4,30,6,1,1183,11,0.608695652173913
4,30,6,1,1735,11,0.676470588235294
4,30,6,1,1137,11,0.409090909090909
4,30,6,1,1073,11,0.714285714285714
4,30,6,1,1865,12,0.594594594594595
4,30,6,1,1919,12,0.5
4,30,6,1,2577,12,0.568627450980392
4,30,6,1,2697,12,0.509433962264151
4,30,6,1,1765,12,0.485714285714286
4,30,6,1,1920,12,0.421052631578947
4,30,6,1,1935,12,0.578947368421053
4,30,6,1,2365,12,0.468085106382979
4,30,6,1,1817,12,0.444444444444444
4,30,6,1,1687,12,0.575757575757576
4,30,6,1,1714,12,0.411764705882353
4,30,6,1,2375,12,0.595744680851064
4,30,6,1,1891,12,0.648648648648649
4,30,6,1,1565,12,0.451612903225806
4,30,6,1,1450,12,0.517241379310345
4,30,6,1,2023,12,0.825
4,30,6,1,1877,12,0.702702702702703
4,30,6,1,1634,12,0.3125
4,30,6,1,1646,12,0.4375
4,30,6,1,1337,12,0.576923076923077
4,30,6,1,1594,12,0.516129032258065
4,30,6,1,1752,12,0.514285714285714
4,30,6,1,1966,12,0.461538461538462
4,30,6,1,1917,12,0.5
4,30,6,1,1773,12,0.485714285714286
4,30,6,1,1683,12,0.424242424242424
4,30,6,1,1976,12,0.538461538461538
4,30,6,1,1748,12,0.441176470588235
4,30,6,1,2265,12,0.466666666666667
4,30,6,1,921,13,0.666666666666667
4,30,6,1,1102,13,0.818181818181818
4,30,6,1,887,13,0.823529411764706
4,30,6,1,778,13,1
4,30,6,1,1114,13,0.909090909090909
4,30,6,1,1375,13,0.666666666666667
4,30,6,1,967,13,0.842105263157895
4,30,6,1,1002,13,0.85
4,30,6,1,1150,13,0.565217391304348
4,30,6,1,1075,13,0.714285714285714
4,30,6,1,974,13,0.789473684210526
4,30,6,1,1339,13,0.615384615384615
4,30,6,1,1090,13,0.666666666666667
4,30,6,1,1064,13,0.571428571428571
4,30,6,1,1027,13,0.6
4,30,6,1,1264,13,0.72
4,30,6,1,1244,13,0.458333333333333
4,30,6,1,1038,13,0.55
4,30,6,1,899,13,0.529411764705882
4,30,6,1,1369,13,0.37037037037037
4,30,6,1,915,13,0.388888888888889
4,30,6,1,956,13,0.526315789473684
4,30,6,1,1167,13,0.391304347826087
4,30,6,1,1042,13,0.5
4,30,6,1,1114,13,0.727272727272727
4,30,6,1,947,13,0.555555555555556
4,30,6,1,1064,13,0.428571428571429
4,30,6,1,899,13,0.470588235294118
4,30,6,1,1056,13,0.619047619047619
4,30,6,1,1185,13,0.608695652173913
4,30,6,1,1714,14,0.5
4,30,6,1,1681,14,0.545454545454545
4,30,6,1,1265,14,0.52
4,30,6,1,1798,14,0.685714285714286
4,30,6,1,1397,14,0.555555555555556
4,30,6,1,2075,14,0.317073170731707
4,30,6,1,1549,14,0.7
4,30,6,1,2315,14,0.630434782608696
4,30,6,1,2115,14,0.833333333333333
4,30,6,1,1825,14,0.333333333333333
4,30,6,1,1765,14,0.542857142857143
4,30,6,1,2149,14,0.571428571428571
4,30,6,1,2416,14,0.5
4,30,6,1,1626,14,0.59375
4,30,6,1,1539,14,0.633333333333333
4,30,6,1,2795,14,0.672727272727273
4,30,6,1,1615,14,0.5625
4,30,6,1,2636,14,0.557692307692308
4,30,6,1,2631,14,0.538461538461538
4,30,6,1,1937,14,0.447368421052632
4,30,6,1,2747,14,0.462962962962963
4,30,6,1,1764,14,0.571428571428571
4,30,6,1,1687,14,0.545454545454545
4,30,6,1,2833,14,0.678571428571429
4,30,6,1,1536,14,0.6
4,30,6,1,2599,14,0.549019607843137
4,30,6,1,2619,14,0.403846153846154
4,30,6,1,2580,14,0.509803921568627
4,30,6,1,2016,14,0.625
4,30,6,1,1228,15,0.833333333333333
4,30,6,1,1992,15,1
4,30,6,1,2315,15,0.717391304347826
4,30,6,1,1871,15,0.405405405405405
4,30,6,1,2165,15,0.930232558139535
4,30,6,1,884,15,1
4,30,6,1,1019,15,0.55
4,30,6,1,1367,15,0.296296296296296
4,30,6,1,1115,15,0.909090909090909
4,30,6,1,938,15,0.666666666666667
4,30,6,1,1582,15,0.741935483870968
4,30,6,1,1497,15,1
4,30,6,1,2114,15,0.69047619047619
4,30,6,1,1615,15,0.84375
4,30,6,1,2238,15,0.75
4,30,6,1,1100,15,0.863636363636364
4,30,6,1,666,15,1
4,30,6,1,1681,15,0.575757575757576
4,30,6,1,915,15,0.777777777777778
4,30,6,1,2048,15,0.975
4,30,6,1,1689,15,0.515151515151515
4,30,6,1,1315,15,0.769230769230769
4,30,6,1,1731,15,0.911764705882353
4,30,6,1,933,15,0.833333333333333
4,30,6,1,842,15,0.5625
4,30,6,1,715,15,1
4,30,6,1,727,15,1
4,30,6,1,1064,16,0.619047619047619
4,30,6,1,1097,16,0.761904761904762
4,30,6,1,933,16,0.722222222222222
4,30,6,1,1864,16,0.567567567567568
4,30,6,1,1444,16,0.821428571428571
4,30,6,1,1227,16,0.625
4,30,6,1,1167,16,0.782608695652174
4,30,6,1,1015,16,0.55
4,30,6,1,981,16,0.684210526315789
4,30,6,1,737,16,0.714285714285714
4,30,6,1,1048,16,0.7
4,30,6,1,796,16,0.666666666666667
4,30,6,1,1127,16,0.590909090909091
4,30,6,1,1215,16,0.541666666666667
4,30,6,1,1123,16,0.636363636363636
4,30,6,1,1234,16,0.541666666666667
4,30,6,1,766,16,0.733333333333333
4,30,6,1,1169,16,0.652173913043478
4,30,6,1,1136,16,0.818181818181818
4,30,6,1,1179,16,0.739130434782609
4,30,6,1,1381,16,0.518518518518518
4,30,6,1,1425,16,0.607142857142857
4,30,6,1,1223,16,0.708333333333333
4,30,6,1,1514,16,0.666666666666667
4,30,6,1,1318,16,0.538461538461538
4,30,6,1,1064,16,0.80952380952381
4,30,6,1,615,17,0.75
4,30,6,1,1392,17,1
4,30,6,1,2632,17,0.807692307692308
4,30,6,1,1077,17,0.714285714285714
4,30,6,1,1021,17,0.95
4,30,6,1,1471,17,0.689655172413793
4,30,6,1,766,17,0.733333333333333
4,30,6,1,843,17,0.9375
4,30,6,1,901,17,0.944444444444444
4,30,6,1,887,17,0.705882352941177
4,30,6,1,1133,17,0.818181818181818
4,30,6,1,1235,17,0.625
4,30,6,1,751,17,0.733333333333333
4,30,6,1,1215,17,0.791666666666667
4,30,6,1,646,17,0.916666666666667
4,30,6,1,1970,17,0.897435897435897
4,30,6,1,1285,17,0.84
4,30,6,1,1467,17,0.793103448275862
4,30,6,1,2525,17,0.74
4,30,6,1,1165,17,0.869565217391304
4,30,6,1,1398,17,0.555555555555556
4,30,6,1,1125,17,0.681818181818182
4,30,6,1,1015,17,0.75
4,30,6,1,1165,17,0.826086956521739
4,30,6,1,2883,17,0.807017543859649
4,30,6,1,917,17,0.944444444444444
4,30,6,1,1139,17,0.772727272727273
4,30,6,1,947,17,0.944444444444444
4,30,6,1,1448,17,0.785714285714286
4,30,6,1,767,18,0.533333333333333
4,30,6,1,1746,18,0.411764705882353
4,30,6,1,887,18,0.411764705882353
4,30,6,1,1306,18,0.384615384615385
4,30,6,1,1486,18,0.448275862068966
4,30,6,1,1675,18,0.484848484848485
4,30,6,1,1173,18,0.434782608695652
4,30,6,1,1187,18,0.347826086956522
4,30,6,1,1694,18,0.454545454545455
4,30,6,1,1575,18,0.32258064516129
4,30,6,1,2115,18,0.404761904761905
4,30,6,1,1598,18,0.354838709677419
4,30,6,1,1914,18,0.526315789473684
4,30,6,1,1664,18,0.363636363636364
4,30,6,1,2192,18,0.395348837209302
4,30,6,1,1689,18,0.363636363636364
4,30,6,1,1293,18,0.4
4,30,6,1,1179,18,0.391304347826087
4,30,6,1,873,18,0.470588235294118
4,30,6,1,949,18,0.388888888888889
4,30,6,1,1427,18,0.5
4,30,6,1,2185,18,0.418604651162791
4,30,6,1,1444,18,0.392857142857143
4,30,6,1,1367,18,0.37037037037037
4,30,6,1,1415,18,0.321428571428571
4,30,6,1,1575,18,0.451612903225806
4,30,6,1,1893,18,0.432432432432432
4,30,6,1,1921,18,0.526315789473684
4,30,6,1,1598,18,0.419354838709677
4,30,6,1,1315,19,0.730769230769231
4,30,6,1,1416,19,1
4,30,6,1,1332,19,1
4,30,6,1,1870,19,0.837837837837838
4,30,6,1,1515,19,1
4,30,6,1,1028,19,0.85
4,30,6,1,1032,19,0.85
4,30,6,1,1935,19,1
4,30,6,1,1726,19,0.882352941176471
4,30,6,1,1400,19,1
4,30,6,1,1298,19,0.88
4,30,6,1,1398,19,1
4,30,6,1,1565,19,1
4,30,6,1,816,19,1
4,30,6,1,1743,19,0.882352941176471
4,30,6,1,1223,19,1
4,30,6,1,1098,19,0.761904761904762
4,30,6,1,984,19,1
4,30,6,1,965,19,1
4,30,6,1,1446,19,0.642857142857143
4,30,6,1,829,19,1
4,30,6,1,1073,19,0.952380952380952
4,30,6,1,819,19,1
4,30,6,1,785,19,1
4,30,6,1,1565,19,0.903225806451613
4,30,6,1,1495,19,0.896551724137931
4,30,6,1,766,19,0.8
4,30,6,1,1125,19,1
4,30,6,1,923,20,0.666666666666667
4,30,6,1,829,20,0.6875
4,30,6,1,694,20,0.769230769230769
4,30,6,1,695,20,0.769230769230769
4,30,6,1,715,20,0.785714285714286
4,30,6,1,565,20,0.909090909090909
4,30,6,1,1583,20,0.419354838709677
4,30,6,1,2250,20,0.955555555555556
4,30,6,1,1015,20,0.75
4,30,6,1,565,20,0.909090909090909
4,30,6,1,539,20,0.9
4,30,6,1,766,20,0.8
4,30,6,1,590,20,0.909090909090909
4,30,6,1,596,20,1
4,30,6,1,664,20,0.923076923076923
4,30,6,1,766,20,0.8
4,30,6,1,726,20,0.857142857142857
4,30,6,1,434,20,0
4,30,6,1,815,20,0.6875
4,30,6,1,772,20,0.733333333333333
4,30,6,1,649,20,0.916666666666667
4,30,6,1,575,20,0.909090909090909
4,30,6,1,566,20,0.818181818181818
4,30,6,1,515,20,1
4,30,6,1,491,20,1
4,30,6,1,975,20,0.684210526315789
4,30,6,1,365,20,1
4,30,6,1,331,20,1
4,30,6,1,377,20,1
4,30,6,1,739,20,0.714285714285714
4,30,6,1,1114,21,0.772727272727273
4,30,6,1,1415,21,0.821428571428571
4,30,6,1,1264,21,0.56
4,30,6,1,1398,21,0.555555555555556
4,30,6,1,1976,21,0.743589743589744
4,30,6,1,1876,21,0.432432432432432
4,30,6,1,2567,21,0.686274509803922
4,30,6,1,1749,21,0.470588235294118
4,30,6,1,1369,21,0.851851851851852
4,30,6,1,2021,21,0.75
4,30,6,1,1464,21,0.724137931034483
4,30,6,1,1743,21,0.676470588235294
4,30,6,1,1567,21,0.419354838709677
4,30,6,1,1179,21,0.869565217391304
4,30,6,1,1937,21,0.631578947368421
4,30,6,1,1765,21,0.857142857142857
4,30,6,1,883,21,1
4,30,6,1,2015,22,0.4
4,30,6,1,2254,22,0.644444444444444
4,30,6,1,1777,22,0.571428571428571
4,30,6,1,2335,22,0.543478260869565
4,30,6,1,2731,22,0.37037037037037
4,30,6,1,2064,22,0.75609756097561
4,30,6,1,1966,22,0.564102564102564
4,30,6,1,2377,22,0.51063829787234
4,30,6,1,1868,22,0.648648648648649
4,30,6,1,1450,22,0.413793103448276
4,30,6,1,1177,22,0.565217391304348
4,30,6,1,2015,22,0.4
4,30,6,1,1773,22,0.571428571428571
4,30,6,1,1575,22,0.612903225806452
4,30,6,1,1367,22,0.703703703703704
4,30,6,1,1765,22,0.342857142857143
4,30,6,1,1734,22,0.441176470588235
4,30,6,1,1565,22,0.32258064516129
4,30,6,1,1246,22,0.5
4,30,6,1,1693,22,0.636363636363636
4,30,6,1,1131,22,0.636363636363636
4,30,6,1,2215,22,0.363636363636364
4,30,6,1,1394,22,0.481481481481481
4,30,6,1,1125,22,0.727272727272727
4,30,6,1,1071,22,0.666666666666667
4,30,6,1,1914,22,0.578947368421053
4,30,6,1,2047,22,0.65
4,30,6,1,2715,22,0.462962962962963
4,30,6,1,1579,22,0.419354838709677
4,30,6,1,1735,22,0.5
4,30,6,1,815,23,0.625
4,30,6,1,1615,23,0.78125
4,30,6,1,1277,23,0.8
4,30,6,1,1056,23,0.619047619047619
4,30,6,1,993,23,0.789473684210526
4,30,6,1,915,23,0.777777777777778
4,30,6,1,715,23,0.785714285714286
4,30,6,1,1683,23,0.727272727272727
4,30,6,1,915,23,0.722222222222222
4,30,6,1,875,23,0.823529411764706
4,30,6,1,1264,23,0.88
4,30,6,1,900,23,0.722222222222222
4,30,6,1,1125,23,0.636363636363636
4,30,6,1,797,23,0.8
4,30,6,1,865,23,0.823529411764706
4,30,6,1,864,23,0.823529411764706
4,30,6,1,747,23,0.785714285714286
4,30,6,1,1017,23,0.6
4,30,6,1,1091,23,0.619047619047619
4,30,6,1,766,23,0.8
4,30,6,1,878,23,1
4,30,6,1,794,23,0.8
4,30,6,1,774,23,0.666666666666667
4,30,6,1,838,23,0.8125
4,30,6,1,865,23,0.588235294117647
4,30,6,1,792,23,0.8
4,30,6,1,698,23,1
4,30,6,1,608,23,0.916666666666667
4,30,6,1,797,23,0.733333333333333
4,30,6,1,848,23,0.6875
4,30,6,1,1541,24,0.866666666666667
4,30,6,1,1885,24,0.810810810810811
4,30,6,1,2737,24,0.537037037037037
4,30,6,1,687,24,1
4,30,6,1,1369,24,0.925925925925926
4,30,6,1,1519,24,0.733333333333333
4,30,6,1,1325,24,1
4,30,6,1,1187,24,0.739130434782609
4,30,6,1,1189,24,1
4,30,6,1,1185,24,0.869565217391304
4,30,6,1,1465,24,0.689655172413793
4,30,6,1,949,24,0.722222222222222
4,30,6,1,1171,24,0.652173913043478
4,30,6,1,1947,24,0.552631578947368
4,30,6,1,1620,24,0.71875
4,30,6,1,1017,24,0.65
4,30,6,1,1015,24,0.8
4,30,6,1,1165,24,0.695652173913043
4,30,6,1,1314,24,0.730769230769231
4,30,6,1,1065,24,0.761904761904762
4,30,6,1,987,24,0.684210526315789
4,30,6,1,1070,24,0.80952380952381
4,30,6,1,1787,24,0.714285714285714
4,30,6,1,921,24,0.833333333333333
4,30,6,1,1714,25,0.588235294117647
4,30,6,1,1029,25,0.75
4,30,6,1,1331,25,1
4,30,6,1,2119,25,0.833333333333333
4,30,6,1,1683,25,0.484848484848485
4,30,6,1,2046,25,0.825
4,30,6,1,2400,25,0.666666666666667
4,30,6,1,1514,25,0.8
4,30,6,1,1615,25,1
4,30,6,1,1815,25,0.777777777777778
4,30,6,1,1815,25,1
4,30,6,1,1179,25,0.695652173913043
4,30,6,1,1829,25,0.666666666666667
4,30,6,1,1664,25,0.787878787878788
4,30,6,1,1185,25,0.739130434782609
4,30,6,1,1444,25,0.857142857142857
4,30,6,1,1508,25,0.766666666666667
4,30,6,1,1181,25,0.739130434782609
4,30,6,1,1945,25,0.868421052631579
4,30,6,1,2264,25,0.711111111111111
4,30,6,1,2279,25,0.511111111111111
4,30,6,1,1050,25,0.761904761904762
4,30,6,1,1091,25,1
4,30,6,1,1615,25,0.71875
4,30,6,1,1579,25,0.806451612903226
4,30,6,1,1825,25,0.722222222222222
4,30,6,1,1046,25,0.85
4,30,6,1,1301,25,0.807692307692308
4,30,6,1,1065,26,0.523809523809524
4,30,6,1,1337,26,0.461538461538462
4,30,6,1,1864,26,0.648648648648649
4,30,6,1,1419,26,0.535714285714286
4,30,6,1,2279,26,0.333333333333333
4,30,6,1,1914,26,0.552631578947368
4,30,6,1,1367,26,0.555555555555556
4,30,6,1,1264,26,0.56
4,30,6,1,1517,26,0.5
4,30,6,1,1672,26,0.424242424242424
4,30,6,1,1339,26,0.384615384615385
4,30,6,1,2535,26,0.42
4,30,6,1,1319,26,0.269230769230769
4,30,6,1,1264,26,0.48
4,30,6,1,1195,26,0.652173913043478
4,30,6,1,1164,26,0.478260869565217
4,30,6,1,2064,26,0.463414634146341
4,30,6,1,1664,26,0.515151515151515
4,30,6,1,1394,26,0.555555555555556
4,30,6,1,1527,26,0.533333333333333
4,30,6,1,929,26,0.611111111111111
4,30,6,1,1383,26,0.407407407407407
4,30,6,1,2165,26,0.604651162790698
4,30,6,1,1366,26,0.481481481481481
4,30,6,1,1389,26,0.555555555555556
4,30,6,1,1980,26,0.512820512820513
4,30,6,1,1487,26,0.482758620689655
4,30,6,1,1215,26,0.833333333333333
4,30,6,1,1779,26,0.6
4,30,6,0,1998,3,0.641025641025641
4,30,6,0,3201,5,0.21875
4,30,6,0,3646,5,0.736111111111111
4,30,6,0,1350,5,0.925925925925926
4,30,6,0,1903,5,1
4,30,6,0,1719,5,0.941176470588235
4,30,6,0,1296,5,1
4,30,6,0,1267,5,1
4,30,6,0,1449,5,1
4,30,6,0,1898,5,1
4,30,6,0,2237,5,0.681818181818182
4,30,6,0,1358,5,1
4,30,6,0,1302,5,1
4,30,6,0,1675,6,0.424242424242424
4,30,6,0,1548,10,0.9
4,30,6,0,2148,12,0.666666666666667
4,30,6,0,1921,14,0.526315789473684
4,30,6,0,1779,15,0.571428571428571
4,30,6,0,3392,15,0.940298507462687
4,30,6,0,1146,15,1
4,30,6,0,1835,16,0.611111111111111
4,30,6,0,2421,16,0.541666666666667
4,30,6,0,2147,16,0.547619047619048
4,30,6,0,1504,16,0.566666666666667
4,30,6,0,2014,17,0.7
4,30,6,0,2273,18,0.511111111111111
4,30,6,0,3522,19,0.842857142857143
4,30,6,0,2318,19,0.934782608695652
4,30,6,0,1745,21,0.441176470588235
4,30,6,0,2316,21,0.652173913043478
4,30,6,0,2210,21,0.522727272727273
4,30,6,0,2254,21,0.511111111111111
4,30,6,0,1438,21,0.642857142857143
4,30,6,0,1707,21,0.558823529411765
4,30,6,0,2311,21,0.58695652173913
4,30,6,0,1257,21,0.84
4,30,6,0,1544,21,0.566666666666667
4,30,6,0,2601,21,0.634615384615385
4,30,6,0,1247,21,0.75
4,30,6,0,1700,21,0.617647058823529
4,30,6,0,1980,21,0.512820512820513
4,30,6,0,1500,24,0.9
4,30,6,0,1432,24,0.75
4,30,6,0,1535,24,0.766666666666667
4,30,6,0,1469,24,0.551724137931034
4,30,6,0,1522,24,0.866666666666667
4,30,6,0,1515,24,0.666666666666667
4,30,6,0,1955,25,0.58974358974359
4,30,6,0,2386,25,0.936170212765957
4,30,6,0,1654,26,0.666666666666667
4,40,4,1,1066,3,0.666666666666667
4,40,4,1,768,3,0.933333333333333
4,40,4,1,1133,3,0.772727272727273
4,40,4,1,1027,3,0.75
4,40,4,1,1148,3,0.818181818181818
4,40,4,1,867,3,0.823529411764706
4,40,4,1,815,3,0.8125
4,40,4,1,1097,3,0.8
4,40,4,1,1485,3,0.482758620689655
4,40,4,1,1322,3,0.576923076923077
4,40,4,1,1867,3,0.540540540540541
4,40,4,1,877,3,0.647058823529412
4,40,4,1,1175,3,0.652173913043478
4,40,4,1,846,3,0.625
4,40,4,1,1425,3,0.392857142857143
4,40,4,1,807,3,0.625
4,40,4,1,1648,3,0.5625
4,40,4,1,1134,3,0.409090909090909
4,40,4,1,1177,3,0.521739130434783
4,40,4,1,1143,3,0.454545454545455
4,40,4,1,1015,3,0.6
4,40,4,1,2141,3,0.69047619047619
4,40,4,1,816,3,0.6875
4,40,4,1,1135,4,0.681818181818182
4,40,4,1,1065,4,0.714285714285714
4,40,4,1,932,4,0.777777777777778
4,40,4,1,851,4,0.764705882352941
4,40,4,1,1098,4,0.761904761904762
4,40,4,1,817,4,0.75
4,40,4,1,991,4,0.789473684210526
4,40,4,1,982,4,0.684210526315789
4,40,4,1,1032,4,0.6
4,40,4,1,915,4,0.666666666666667
4,40,4,1,967,4,0.736842105263158
4,40,4,1,1336,4,0.769230769230769
4,40,4,1,865,4,0.705882352941177
4,40,4,1,883,4,0.647058823529412
4,40,4,1,1029,4,0.5
4,40,4,1,983,4,0.368421052631579
4,40,4,1,1121,4,0.772727272727273
4,40,4,1,864,4,0.529411764705882
4,40,4,1,1583,4,0.580645161290323
4,40,4,1,1949,4,0.631578947368421
4,40,4,1,1185,4,0.739130434782609
4,40,4,1,875,4,0.764705882352941
4,40,4,1,1004,4,0.5
4,40,4,1,1148,4,0.454545454545455
4,40,4,1,898,4,0.647058823529412
4,40,4,1,1151,5,0.695652173913043
4,40,4,1,1185,5,1
4,40,4,1,1297,5,1
4,40,4,1,1195,5,1
4,40,4,1,965,6,0.421052631578947
4,40,4,1,1114,6,0.409090909090909
4,40,4,1,1499,6,0.344827586206897
4,40,4,1,1670,6,0.242424242424242
4,40,4,1,1477,6,0.517241379310345
4,40,4,1,1065,6,0.571428571428571
4,40,4,1,1417,6,0.321428571428571
4,40,4,1,1279,6,0.48
4,40,4,1,1240,6,0.625
4,40,4,1,942,6,0.666666666666667
4,40,4,1,1015,6,0.45
4,40,4,1,875,6,0.588235294117647
