tta_or_condition,d_condition,tta_condition,is_gap_accepted,RT,subj_id,dwell_time,decision
4,20,4,False,1.46,16,0.758620689655172,Wait
4,20,4,False,1.41,17,0.5,Wait
4,20,4,False,1.675,17,0.757575757575758,Wait
4,20,4,False,1.663,17,0.818181818181818,Wait
4,20,4,False,2.508,17,0.54,Wait
4,20,4,False,1.349,17,0.846153846153846,Wait
4,20,4,False,1.209,17,1.0,Wait
4,20,4,False,1.493,17,0.827586206896552,Wait
4,20,4,False,2.528,17,0.84,Wait
4,20,4,False,1.165,17,0.91304347826087,Wait
4,20,4,False,2.012,17,0.8,Wait
4,20,4,False,1.478,17,0.931034482758621,Wait
4,20,4,False,3.367,17,0.626865671641791,Wait
4,20,4,False,2.233,17,0.613636363636364,Wait
4,20,4,False,2.507,17,0.66,Wait
4,20,4,False,1.673,17,0.848484848484849,Wait
4,20,4,False,1.861,17,0.594594594594595,Wait
4,20,4,False,2.249,17,0.75,Wait
