subj_id,loss,alpha,beta_d,beta_tta_or,theta,gamma,b_0,k,r,tta_crit,ndt_location,ndt_scale
all,21500.8355872275,0.7041776526464945,0.050275092218255005,0.09629241805095398,4.550583401305575,0.9890192128859273,1.1479425836167438,0.47741181188589615,0.7631860630494758,2.7820146655494526,0.7039705311652449,0.2343440061118506
