subj_id,loss,alpha,beta_d,beta_tta_or,theta,b_0,k,tta_crit,ndt_location,ndt_scale
all,5.208988200314877,4.787033897806775,0.6751685717075032,0.07565868509114608,16.20894713209824,2.665690263916421,1.99918636073649,3.974654337737426,1.274944022877886,0.2898104857959571
