subj_id,loss,alpha,beta_d,beta_tta_or,theta,b_0,k,r,tta_crit,ndt_location,ndt_scale
all,21628.841108938555,0.6784927518019588,0.05168577075039477,0.09563552551776269,4.542375376903984,1.3086836660691497,0.20624034755336285,1.9177263635312978,3.8905541410817674,0.6668969123804226,0.22416374739090286
