subj_id,loss,alpha,beta_d,beta_tta_or,theta,b_0,k,tta_crit,ndt_location,ndt_scale
all,0.1805180023509148,1.001626405309455,0.04211414670036693,0.2583950107285094,4.0,1.3848217820608413,0.3824867068527321,4.424044393865119,0.9953157833059444,0.18158114861534488
