subj_id,loss,alpha,beta_d,beta_tta_or,theta,b_0,k,tta_crit,ndt_location,ndt_scale
all,21792.757338940923,0.693110073633243,0.039912696427665505,0.11117880545246639,4.121624289760407,2.0896841888406574,0.20187630962223824,3.754451100128957,0.668040476870881,0.22352089266405933
